trade_id,quantity,price,symbol,direction,maturity
Q49DO,542,286.1258269100382,JPM,SELL,30
219DD,234,817.1506304980369,V,SELL,20
BDSV1,968,855.1990998990632,V,BUY,20
HARJM,982,482.9939629448629,NVDA,BUY,1
E50KN,951,797.7068686861159,AAPL,BUY,20
4WDFQ,625,388.6520985624635,MSFT,SELL,20
U37EF,93,580.1154153040462,V,BUY,5
8BDK3,21,733.7395276590726,BRK.A,BUY,1
VM3GB,840,311.8979788528976,GOOG,SELL,1
SXHC6,992,817.6134907301939,GOOG,SELL,20
BFRH2,695,473.507433922017,BRK.A,SELL,5
Y4ZUO,811,356.5225914173076,NVDA,SELL,5
AOP4R,957,151.7124156769642,AAPL,SELL,20
MWOYE,930,228.80683512679022,META,SELL,1
2IQRF,323,477.89787875055276,JPM,SELL,5
HQAV7,510,529.0107652930669,V,BUY,5
3KPPE,100,811.8789921684565,NVDA,SELL,10
FHFDV,762,335.3205610353059,TSLA,SELL,30
L3A7S,751,254.2323546493576,GOOG,BUY,30
D9S3C,248,565.4988929168725,AMZN,SELL,10
D2T4M,54,490.05766055617363,TSLA,SELL,5
16YDB,843,608.7167074869124,BRK.A,SELL,1
OCH2Q,148,759.1855907020118,AAPL,SELL,20
1YERR,710,339.22779212154325,JPM,SELL,10
20WOC,675,294.44426335114844,MSFT,BUY,5
VCZ46,588,170.07878317246144,NVDA,BUY,10
6WMPP,795,888.2514713890326,AAPL,BUY,10
SXUX6,809,662.0253826771476,BRK.A,BUY,10
MIEIZ,61,546.1736618723364,NVDA,SELL,20
MK9M4,848,723.28391430946,JPM,SELL,1
ACFFO,469,833.2049514908723,V,BUY,1
SNROF,876,215.18949627800174,V,SELL,1
6JVMG,798,582.6713335224686,JPM,SELL,20
HKCA2,256,168.59544717814975,TSLA,SELL,5
3ND04,270,202.20043218809678,AAPL,SELL,5
JYNRB,669,823.0747230164419,BRK.A,SELL,5
XRV8P,544,204.75272833123682,BRK.A,SELL,5
IAKWQ,102,349.9307281944624,AMZN,SELL,1
IQDEE,167,419.67844712491035,TSLA,BUY,1
AA8HV,377,598.0510568008744,TSLA,SELL,10
FFIIR,450,589.1402211331848,V,SELL,1
PH453,604,155.6466263882545,AMZN,BUY,30
VI3GS,192,521.1584792671426,V,SELL,5
WZ6AI,297,989.9528475225386,BRK.A,BUY,1
7DM39,679,255.48268372625813,JPM,SELL,5
VJ87Y,292,952.6207816004536,TSLA,SELL,1
0XX7U,429,958.9760785377154,AAPL,BUY,1
Z3PZX,340,639.7805550623343,GOOG,BUY,30
JZBFJ,277,699.1167649883967,AAPL,BUY,20
TPZR2,645,897.2419585306337,MSFT,SELL,5
L2E45,334,940.8986652543088,META,BUY,5
E0N2F,573,871.914093621395,V,SELL,20
E7KB3,985,163.28840555913203,AMZN,SELL,10
3KTXM,679,992.2220344081757,NVDA,SELL,1
UOAFS,233,465.3296805692543,META,SELL,10
7O8B8,818,646.6056236083291,AMZN,SELL,5
MK35G,661,106.3925563940912,AAPL,SELL,10
D3IVE,290,960.8926453538271,V,SELL,30
QMFSO,870,678.5195770696301,TSLA,SELL,10
JW0AZ,50,102.72747532145817,V,SELL,1
Y8YQR,202,899.8756700809604,BRK.A,BUY,30
24FC2,108,738.6501012416242,BRK.A,BUY,30
NOANC,286,611.1191972199737,AMZN,BUY,5
I20MN,608,442.75240376491405,V,SELL,1
DTC6M,795,312.3091318273639,BRK.A,BUY,30
G3A3A,485,489.0671607313443,AMZN,BUY,10
9TM8W,710,158.61593525046317,BRK.A,SELL,30
FZ3BB,294,249.50292128645933,JPM,BUY,10
F8BXY,553,552.6932842647291,BRK.A,SELL,10
LQ7YS,896,205.87988798720744,MSFT,SELL,30
09C7Q,861,333.8929492206599,AMZN,SELL,1
FBTIN,257,350.0697066753831,JPM,SELL,10
J243O,208,669.0638037063751,GOOG,SELL,5
XJUZU,520,720.9042031276995,META,SELL,30
4K7TV,206,255.95680763113089,JPM,BUY,30
SBRQT,982,963.600250602282,TSLA,BUY,10
26V5W,728,960.7600743360308,NVDA,SELL,30
VGU0X,584,602.2400039795393,TSLA,BUY,30
45H8L,351,808.915756549475,JPM,BUY,20
CWKWE,402,921.6924834361138,V,SELL,1
JO33H,537,785.4922738837506,V,BUY,5
K2OS2,466,749.9759231192018,TSLA,SELL,1
821AL,158,235.7009815224834,JPM,BUY,20
8V7OS,566,659.4634899161543,JPM,SELL,5
JCEDR,142,266.93785626711144,NVDA,BUY,20
PUXLA,172,873.8367829722667,TSLA,SELL,1
5OU12,216,442.4027777524872,TSLA,SELL,1
532QK,187,931.0642779456925,TSLA,SELL,20
L46BQ,893,299.69196001551774,NVDA,SELL,10
C2HSY,439,358.06389658181706,TSLA,SELL,1
KEZB4,206,362.245576888343,META,SELL,5
8ZGZ0,521,440.9131582306385,BRK.A,BUY,20
X4UDK,531,472.76454089927677,AMZN,BUY,30
NBQAO,305,537.0588827690794,NVDA,BUY,5
22BL2,674,435.2098692845393,AMZN,BUY,20
MT678,544,327.6246835853914,GOOG,SELL,30
GOXLK,846,297.80958252091034,GOOG,SELL,20
TOW4T,875,543.9795150445434,MSFT,BUY,5
QYZNM,386,712.3333884918857,AMZN,SELL,5
DS1WG,423,545.1750245042965,JPM,SELL,30
4DN1O,77,941.9253984176081,AAPL,BUY,20
VZ981,559,997.6783578815557,AAPL,SELL,20
OGV97,426,401.5021283731531,JPM,BUY,20
3A7SZ,305,277.03162066059383,JPM,BUY,1
D9W5Q,156,839.4009636772035,TSLA,BUY,5
FHKNS,405,385.287284224143,META,BUY,5
6SI7S,404,534.6626157774633,BRK.A,BUY,30
8XCXO,151,587.918099734495,TSLA,BUY,10
251I4,360,441.32986714279076,AMZN,BUY,20
0H67K,935,807.1839236997237,V,SELL,10
OLT86,384,330.2560648805176,GOOG,BUY,20
8K9B6,232,363.5254768934463,NVDA,SELL,1
027PF,185,887.2700527382395,TSLA,SELL,30
UU2LV,733,627.0943187493435,BRK.A,SELL,30
HNNWD,593,178.42883609999296,GOOG,BUY,10
K4N2R,464,492.67653134140954,AAPL,BUY,20
5ZCV0,689,568.3146514749542,MSFT,SELL,5
UCY9M,314,662.4304078010267,AMZN,SELL,5
7J5MR,540,186.39975049135893,BRK.A,BUY,1
93WPS,801,387.98597967344205,NVDA,SELL,20
AN5Q2,949,740.4977517476339,NVDA,SELL,20
49JTD,208,861.7193096135842,V,SELL,1
VRD65,72,315.10584741114786,TSLA,SELL,30
N5O1G,251,485.8368124779985,META,BUY,20
XWDHQ,969,522.2549152956859,GOOG,SELL,30
66MUM,172,398.8797676865608,AMZN,BUY,30
QVKYO,958,517.2319319779643,GOOG,BUY,5
FMPRR,176,661.1057494033726,GOOG,SELL,1
GODLV,593,481.3475305316565,JPM,SELL,1
NWLAL,899,157.0197114307166,META,SELL,1
E8ME3,261,878.7787503831221,V,BUY,1
MAPAO,547,972.8967100951191,BRK.A,BUY,20
O9466,132,492.73359031672396,MSFT,BUY,5
IXPTG,787,744.5790396079701,GOOG,BUY,5
2XVO3,599,971.4683837316993,V,SELL,1
IHM1J,902,530.62604304855,BRK.A,SELL,10
RHMSC,562,414.30014805734845,JPM,BUY,20
9FNM9,373,247.17281154697565,GOOG,BUY,1
369GS,562,694.5740813456587,AAPL,BUY,30
1Z318,377,245.010993733332,AMZN,BUY,20
0AR6Z,186,970.8865051362856,JPM,BUY,20
G47EZ,525,362.61723001266836,MSFT,SELL,1
YXSMJ,715,585.8478027613423,META,BUY,1
Z1IXS,833,643.4444664137432,GOOG,BUY,1
OMS35,158,357.6934138747864,NVDA,BUY,30
3V3E9,713,873.9866515449778,V,BUY,5
EDI52,225,899.3570942922298,AMZN,BUY,5
EO9HW,752,927.7474137724723,TSLA,BUY,10
WTNH7,667,766.4415715326154,AAPL,BUY,30
N9R11,467,282.66442411287926,V,BUY,5
BQ5ZH,1,348.79417056032406,V,SELL,10
F6Q85,21,612.8921095060505,TSLA,BUY,20
63PR5,834,154.82053092754046,JPM,BUY,20
H5VIZ,561,204.36000868256917,V,SELL,1
Z6PXZ,653,302.9786619460979,MSFT,SELL,5
AFV2L,91,306.6817288361434,META,SELL,10
LTGME,785,749.3538346189777,AMZN,SELL,30
109ES,94,939.7717113934157,BRK.A,BUY,10
ON2VM,780,249.27735563365096,TSLA,BUY,1
ELE0R,784,302.9114077694018,GOOG,BUY,30
9QC1A,454,657.1366684637337,GOOG,BUY,1
WZFQ2,604,368.38385316891527,MSFT,SELL,1
WCS88,479,766.8429954342628,AMZN,BUY,20
EYJZZ,332,215.49743680681246,V,BUY,10
RD8WC,634,348.2111063103014,MSFT,BUY,20
15DEV,542,649.6055144521299,TSLA,SELL,1
CZTWB,680,691.8193743828971,BRK.A,SELL,30
88BB8,198,771.9795707484125,TSLA,BUY,30
MWMWR,119,374.9862248450132,BRK.A,SELL,5
IEWP0,300,826.613039420403,GOOG,BUY,30
7HRPY,822,552.6242058594762,V,BUY,1
UDP9Y,186,582.8465076498749,V,SELL,30
56K9U,118,835.273316399818,JPM,SELL,1
3Z94Z,469,977.7678425395585,META,BUY,30
EE6LA,756,709.3014669582822,AMZN,BUY,10
REZCQ,683,177.84701940610222,JPM,BUY,10
9IVVS,66,471.5855234700792,AMZN,SELL,10
ET66Y,195,340.0689937453316,NVDA,SELL,30
6ZO3X,546,470.95314776778423,AAPL,BUY,5
97Y44,845,703.8003355261059,NVDA,SELL,30
KAFFN,785,938.9437003086075,TSLA,SELL,20
BL3QJ,219,553.9481464211765,MSFT,SELL,30
DA7NG,92,423.2801131696907,AMZN,SELL,30
T5AUP,217,368.14957675064875,AAPL,SELL,30
OBXD7,495,387.42955543554905,AAPL,BUY,1
RX1WF,401,982.7502614620304,GOOG,BUY,30
APQG5,767,191.3733160056749,V,BUY,10
7DIY4,305,482.4795488330518,AAPL,BUY,10
RRA9N,68,466.8998918113798,V,SELL,30
XJ577,223,140.88683410161184,JPM,BUY,10
2HVLL,271,602.2298436171484,META,SELL,5
XT5UI,243,308.7244456235065,GOOG,BUY,30
3VVA3,894,407.8404536016235,AAPL,SELL,20
6IEAU,350,902.517646920928,AMZN,BUY,10
JUAN9,79,496.04357274915105,MSFT,BUY,30
LM80F,474,182.2830724967277,NVDA,SELL,10
1EAQL,736,825.344505830663,GOOG,SELL,1
BKHXQ,807,650.9785040964938,JPM,SELL,30
V6RH9,706,838.9413428171636,MSFT,SELL,20
6CU8I,457,569.3671317607348,BRK.A,SELL,1
IBQ70,936,889.593877780701,MSFT,SELL,30
57J27,588,810.8595883464549,JPM,BUY,1
5U66M,141,854.4682587330532,META,BUY,5
5GK8I,724,263.9995026354779,TSLA,SELL,30
5N3U7,817,187.53785984783397,AMZN,SELL,1
SH0M1,314,325.4042618569067,NVDA,SELL,10
SE97A,493,698.5997484526673,BRK.A,BUY,20
CC5X7,186,430.2065279885538,V,SELL,30
IS606,801,744.2049496154104,BRK.A,BUY,20
L6GNX,683,606.13507860186,MSFT,SELL,20
W0J6Q,843,381.4789938718986,NVDA,BUY,30
7NBOQ,524,384.11437922415206,META,SELL,5
R6JBG,760,560.2306016671062,GOOG,BUY,30
JZ64P,71,197.9032804943006,GOOG,SELL,5
XR91K,710,876.6090971619794,MSFT,SELL,20
VRBWD,839,236.68823155910889,NVDA,SELL,30
SPO2W,304,567.1907517348059,META,BUY,20
4PUWP,728,807.6597740327579,BRK.A,SELL,20
2MFC2,163,134.74359006623206,GOOG,BUY,30
63OAT,457,224.2577134244484,GOOG,SELL,5
OXDSM,113,125.69731114634178,JPM,SELL,30
5J0I8,41,444.98389240973927,JPM,SELL,30
44GO9,957,212.00899032689796,AAPL,SELL,10
CDWIG,747,708.8378525046718,BRK.A,BUY,5
ME08I,653,977.9464668937882,AAPL,SELL,1
8NBH7,354,277.46402676723153,META,BUY,30
MRWD3,830,979.6933736920548,AAPL,BUY,30
KQZUE,845,838.3761868466181,JPM,SELL,1
UIK8Q,642,588.4980660944436,META,BUY,30
0KW8V,781,752.0330598908411,AMZN,SELL,20
TVK5A,488,996.1955103861828,V,SELL,30
O1YC6,262,246.1485252435291,AAPL,SELL,10
F1ZAH,591,836.3596960725104,JPM,BUY,5
FWVOD,699,156.1784659625172,TSLA,SELL,10
59RV8,581,299.5983896100512,AMZN,BUY,20
TXB0Q,918,315.9789592300582,TSLA,SELL,30
42S1R,419,534.5833413312504,TSLA,BUY,20
HQRS1,117,192.2782325263061,AMZN,SELL,20
28UHF,739,552.4249205693468,MSFT,BUY,5
O5XOA,352,854.813606618867,GOOG,BUY,1
UG4EJ,410,996.2278489705238,BRK.A,BUY,30
RYZIT,275,919.8609268418344,META,BUY,10
9HMDR,282,609.8598282991726,V,BUY,5
DGADN,535,167.8045604588225,V,SELL,30
3MPHW,544,426.38102811672024,GOOG,SELL,10
WNPOD,340,382.7418740596736,TSLA,BUY,10
IYDB8,762,153.4473420114034,AAPL,BUY,30
7OMTD,131,555.4851580755263,AAPL,SELL,20
E14N7,737,856.0254001480938,BRK.A,BUY,5
00DQ1,159,266.29395243145257,META,BUY,10
9JIIH,188,951.1761932800267,TSLA,BUY,1
98ZLL,572,912.4169730444661,TSLA,SELL,1
7HT6W,391,547.8805799423676,V,BUY,30
8UD4R,437,984.7678869426237,TSLA,BUY,5
D4UKZ,845,427.6095928419246,MSFT,BUY,20
RKH4U,817,556.7335835136148,AMZN,BUY,1
JZBML,118,560.1177988567637,META,SELL,10
U24F8,104,983.1298465621542,META,BUY,20
Y9WS8,274,655.3408349134318,JPM,BUY,30
I92W2,135,622.3379276400951,AAPL,SELL,5
H2H7N,826,686.0798788939093,GOOG,SELL,30
0LUDV,325,528.5584617269164,V,BUY,30
NE662,606,618.6978261455438,TSLA,BUY,1
CVKX4,787,593.5447071673175,AMZN,BUY,1
UTIMR,484,249.28559494927802,TSLA,BUY,30
CWYS8,660,661.2066656529856,GOOG,SELL,1
5ILCH,478,550.8542799801676,V,BUY,1
AO0VM,711,300.6402372373177,BRK.A,SELL,10
ZRII0,356,651.2638179583661,V,SELL,5
0RCVZ,71,227.31923223543794,AMZN,BUY,10
N91KK,555,781.3132947531636,NVDA,BUY,1
2U28J,16,961.0694571209249,AAPL,SELL,20
6EN8M,889,728.7623422328401,BRK.A,SELL,5
B3S8R,677,483.21700360576574,AAPL,SELL,30
ITK5O,832,190.21286362214317,MSFT,BUY,5
ZN6XP,682,657.3281613851457,NVDA,BUY,30
01Z9Q,721,456.2635827881522,AAPL,SELL,20
978CQ,39,185.8816644901172,AMZN,BUY,10
W3C1A,263,954.3349340356582,META,SELL,30
3IPG8,483,387.45438032441893,GOOG,BUY,1
R78RM,646,636.8956857684691,NVDA,BUY,5
H48TZ,870,385.42765986960217,META,SELL,10
YOD0J,499,230.49164995290334,AAPL,BUY,30
D3HB1,914,725.7572987746363,V,SELL,1
ZCFSB,370,114.41713606182853,BRK.A,SELL,5
OOYWY,652,796.9203692092724,NVDA,BUY,30
IAYGE,668,834.3554527195207,META,BUY,30
HO8SP,497,977.4699405828019,V,SELL,10
MCHT1,455,352.19559223885926,AAPL,BUY,1
BP1QF,600,499.84092606909826,V,SELL,1
O8EZN,603,165.12349212011105,BRK.A,SELL,1
T7ICE,980,791.2632477210744,BRK.A,BUY,5
11A46,696,263.3782804733534,AAPL,SELL,1
RU3SK,388,995.2380119835578,NVDA,SELL,1
U3PT6,115,645.458122355417,AAPL,SELL,20
8GZ3Z,832,520.0275867054619,JPM,BUY,5
1S7W6,355,820.0428829125377,TSLA,BUY,30
75HDB,680,774.9492933540905,MSFT,BUY,10
9ST79,11,742.6471340007231,MSFT,BUY,1
USRKG,296,818.7855347835862,NVDA,BUY,20
LOH71,977,400.28904209658145,V,SELL,10
Q7P2W,665,503.72027099419086,NVDA,BUY,10
AKCP4,855,314.08262009302155,GOOG,SELL,20
87701,469,140.92034796779527,GOOG,BUY,5
FWKON,340,735.7397875155507,TSLA,BUY,30
ND5XI,170,644.6661040069721,V,BUY,5
LRVFJ,380,358.44898640013395,BRK.A,SELL,1
ESN3B,294,351.76745915497315,GOOG,BUY,30
U0IKR,945,990.6641805929498,TSLA,BUY,20
S9IL8,295,836.7712368797048,GOOG,SELL,10
1N8H8,131,923.1912904028865,TSLA,SELL,10
UDSJO,489,406.7321688571863,JPM,BUY,30
B4E6X,513,982.1351644633982,NVDA,BUY,30
NODQ5,221,627.4204933774088,JPM,SELL,5
MDUMQ,687,586.6799140890462,AMZN,BUY,1
Z6WPY,642,814.8871006336755,AAPL,BUY,20
QN7KO,390,390.7510210688917,NVDA,SELL,20
EC5ZJ,899,945.3182242968469,TSLA,SELL,5
MACNY,818,857.1850754258368,AAPL,BUY,30
USN80,770,382.6952861942104,GOOG,SELL,10
MSL8V,11,561.6542974601311,JPM,BUY,10
BSUSB,982,135.26922186605998,AMZN,BUY,20
2DR5U,710,904.6364394436314,NVDA,BUY,30
9YL70,793,840.9112394373182,GOOG,BUY,30
NWOKH,669,435.4236538085016,TSLA,SELL,5
0FC0T,275,577.7207939501579,BRK.A,SELL,10
PE7GI,856,806.0348163888821,TSLA,BUY,5
0ALYW,888,948.0710297899401,TSLA,SELL,30
KYN41,450,133.0582250804792,GOOG,BUY,20
50VW6,508,701.5002655118822,NVDA,BUY,5
W54NZ,102,862.7481259827152,AMZN,SELL,5
IW0RO,316,448.69001958607174,AAPL,SELL,1
ZGGHL,1000,146.4200039167188,TSLA,SELL,20
SE5I7,813,854.1559621903712,GOOG,BUY,10
P1IDS,166,779.0593217788226,V,SELL,10
CDX39,43,798.2788112883788,AAPL,SELL,20
BY28G,552,587.3050267680167,AAPL,SELL,20
1XTTX,667,209.44978203337075,GOOG,BUY,10
687NW,157,201.52975985056904,META,BUY,20
ZC9ET,322,149.6754159265485,BRK.A,SELL,5
PORQ2,573,602.0715065333065,JPM,BUY,10
4LH8P,232,248.3849064080177,META,SELL,20
CZ88P,452,841.1701243736368,NVDA,BUY,30
97YA0,835,295.91233230879857,META,SELL,5
DJQGT,794,586.2719943342217,TSLA,SELL,20
LV7IH,507,724.4910574335012,BRK.A,SELL,10
QW0U8,772,817.9365741029656,JPM,SELL,5
BYFV5,282,674.6596441365476,GOOG,SELL,30
J8SWO,221,868.79472553386,TSLA,SELL,5
FDOP0,56,648.8835881548923,MSFT,BUY,20
OKD96,623,856.9475189839994,MSFT,SELL,20
3ZP28,507,330.67617963614555,JPM,SELL,30
6RNTB,806,616.547447770629,AMZN,SELL,10
6LH8T,25,795.6018120720762,JPM,SELL,1
Q30SB,722,569.6532555122374,V,SELL,10
4WGIS,585,818.1498451943468,NVDA,SELL,30
IX3NW,650,449.9415805537391,NVDA,BUY,30
S95MI,286,123.38630275489918,MSFT,BUY,10
I0HJS,271,411.31180984939994,GOOG,SELL,20
C0HYM,602,975.9450645372355,MSFT,SELL,20
20EVF,284,670.2055509780349,JPM,BUY,10
TNK5X,620,498.26814300399127,AMZN,SELL,1
R39M7,869,313.99451515991296,BRK.A,BUY,30
W9YTU,815,671.5727145995141,AMZN,SELL,30
O2N3Z,704,712.9291598353988,META,BUY,30
51GLX,420,538.5027805712905,NVDA,BUY,5
OM3FD,360,410.87265912403484,NVDA,BUY,1
H4ANT,495,667.4410253960733,TSLA,SELL,5
7F3D1,149,268.51250668659236,TSLA,BUY,20
KN5YP,324,706.0761689720168,AAPL,BUY,5
1EM09,556,388.2342169440638,TSLA,SELL,5
NAMM4,614,916.0034198804495,META,SELL,30
OKZWF,509,297.64465784616846,TSLA,BUY,1
RL631,851,940.4053537160981,JPM,BUY,5
SKKP7,280,152.57672175156452,JPM,SELL,1
KTA2H,446,549.6247657180281,TSLA,BUY,1
Z1B69,942,565.2006469486005,AMZN,BUY,1
CO1GR,598,641.397604489506,JPM,SELL,1
FLQRS,481,318.2182254001287,AMZN,BUY,20
DMUAC,669,953.6526240413237,BRK.A,SELL,5
HJI6I,880,861.8265533815907,GOOG,SELL,10
MH5DW,586,378.49055505165006,JPM,SELL,20
WEHQE,224,980.2163020625582,TSLA,BUY,5
MABS8,17,500.84521497049104,GOOG,BUY,20
EMTNH,58,504.7505849844043,BRK.A,SELL,5
1KWD5,896,672.211338499894,AAPL,SELL,5
D3GWY,432,644.5424277191865,BRK.A,SELL,5
XV3TV,188,528.4503954038486,BRK.A,BUY,5
DWJSH,331,990.3101309561039,AMZN,SELL,1
8MIEL,95,865.1823681389316,GOOG,BUY,5
7GAR8,374,615.7520439558323,GOOG,SELL,10
MMHND,131,928.539481970406,AAPL,BUY,10
HPJ8A,583,115.96238700606115,AAPL,BUY,20
ICK2X,378,602.6941642074961,V,SELL,10
A9XIF,476,997.3244588339653,BRK.A,BUY,20
Q9DZA,278,943.0690006031313,TSLA,SELL,5
LMBXL,502,686.0004167622528,MSFT,BUY,10
HPH0J,141,566.2681100164225,META,BUY,20
8ZSLS,12,882.675797432361,NVDA,SELL,10
OTU9B,373,101.93415534523555,TSLA,SELL,20
AN60K,651,292.3897412155468,JPM,SELL,10
I5ZNG,957,818.3478070119876,V,BUY,30
PQGCM,183,152.11896670674386,META,BUY,1
FZLUU,519,161.65127830364594,MSFT,SELL,1
L5YW2,505,746.8855863881098,NVDA,BUY,30
YFL5Z,305,555.803832567645,BRK.A,BUY,5
HN6VL,893,813.7955186227354,META,BUY,30
O1MCU,687,441.4650722213831,JPM,BUY,10
IX85F,267,542.578337112634,V,BUY,5
R83GH,908,748.5254605669506,JPM,SELL,30
ZIEKK,868,621.9309649397476,META,BUY,30
5BZAW,560,728.9407410304366,META,SELL,5
BHB59,461,531.0248306215437,GOOG,BUY,20
HXTQE,716,332.3570484128145,GOOG,SELL,20
2JADX,410,871.903116982244,MSFT,BUY,30
TDVHV,401,236.05784349755086,META,BUY,30
ADE26,896,729.5742088524804,V,SELL,5
WIPXB,683,292.45520853371374,JPM,SELL,20
SQ483,769,353.14375689974327,JPM,SELL,30
586TF,46,976.440958981538,AMZN,BUY,30
DUX43,898,186.6622361970895,TSLA,SELL,30
HE28E,918,463.6718049579519,NVDA,BUY,30
QKF2Z,950,187.4398210208567,META,SELL,20
FC9PD,835,606.3989521877759,MSFT,BUY,20
GD7Z9,733,665.7845262158835,GOOG,BUY,20
TZMS9,653,974.5674216557038,NVDA,BUY,5
EOLMV,503,592.0854440977657,GOOG,SELL,20
ZYQO9,842,455.423512307809,JPM,BUY,30
54M5I,26,211.38461297024864,GOOG,SELL,10
VTE0K,915,998.5396529241075,BRK.A,SELL,1
W5VX8,597,944.4696794838458,NVDA,BUY,20
G2E69,256,472.3566531516464,AAPL,BUY,10
JLS2F,844,642.4186320299536,BRK.A,BUY,10
08Z28,774,526.4221507856378,NVDA,BUY,1
R09MK,260,887.959260746303,NVDA,BUY,10
2UQ7S,708,598.2710463184051,TSLA,SELL,30
NFBFQ,617,753.9229288592605,V,SELL,1
FFILY,293,510.34352853238556,AMZN,SELL,30
XCYD5,22,731.67636123569,META,BUY,10
TF6E5,815,876.4994212087304,GOOG,BUY,10
5PXOR,438,519.2821977535632,AMZN,BUY,20
UXFAC,222,376.31660560057566,JPM,SELL,20
PEDSV,493,497.7770715332797,NVDA,SELL,10
6NG1R,509,316.7637463067447,AMZN,BUY,10
N64Z8,51,809.3165547016733,TSLA,BUY,10
IT9C2,82,452.42996533181866,TSLA,BUY,10
FXA87,600,835.7864104100951,NVDA,SELL,5
8WJJ5,776,953.1277726766099,META,BUY,1
XVFWK,567,665.2838136809868,NVDA,SELL,20
XV699,793,658.4711886479869,JPM,SELL,20
N30SX,530,820.4679604811207,V,SELL,20
ENXFY,158,417.78063697628073,META,SELL,30
VWHCK,662,507.66934918841986,V,BUY,20
SR433,99,340.05867137938026,V,SELL,5
4FSRI,831,187.0840764807364,GOOG,BUY,30
W61XV,946,769.0100124329409,TSLA,BUY,30
W0EDQ,55,682.0831596489472,JPM,SELL,1
77YJB,993,753.7267559795508,GOOG,BUY,10
2KGOE,153,360.1308473857163,NVDA,SELL,30
MHN37,651,161.06548528634988,AAPL,BUY,5
EQ05R,429,343.1710923421257,META,SELL,10
EVZ1T,234,883.20088498544,JPM,BUY,20
K8UI0,620,703.2760324047503,GOOG,BUY,1
JPGJD,373,542.2628808431962,NVDA,SELL,20
GNU8Z,332,463.89873046003606,AMZN,BUY,10
58H1P,845,891.6253929641513,NVDA,BUY,30
78MTZ,87,148.64980950590837,JPM,BUY,5
J7BJ3,488,639.673969061757,GOOG,BUY,20
Z9OE1,703,561.4631818003382,V,SELL,30
78POG,925,243.956216232066,AMZN,SELL,10
RHKYN,2,716.3662216918145,JPM,BUY,10
JF4MR,131,370.94486358884456,GOOG,BUY,30
5ZWTI,706,616.5158404900492,AAPL,BUY,5
SG6BO,364,162.94001492241057,GOOG,BUY,20
FS18T,192,391.02424680935434,GOOG,BUY,5
UBBYC,636,807.9798844118751,NVDA,SELL,30
40L4M,648,124.26977047050151,V,BUY,10
772G5,190,737.3642566584097,AMZN,SELL,20
PR3EU,426,517.2657766865849,NVDA,BUY,10
G3IOX,472,670.663913694492,JPM,BUY,20
YPHXP,366,276.8083396270726,TSLA,BUY,1
RKZQB,458,150.1259046805933,AAPL,BUY,1
HO80X,830,810.8163768150833,MSFT,BUY,1
PUK6W,324,486.94218736914166,META,SELL,1
3NVPM,42,795.6352935466298,BRK.A,SELL,5
4E2RV,189,334.0251566300587,META,SELL,30
X5UEQ,915,103.06505195677308,NVDA,SELL,30
OOA7P,971,437.5030139130644,AMZN,SELL,30
C8OZ6,804,383.0586658296118,META,BUY,20
0NQQ1,83,382.58516740308073,BRK.A,SELL,20
82YWU,265,231.07180641897975,BRK.A,SELL,1
B4LSK,594,537.7444207466347,MSFT,SELL,1
YHYIC,861,478.58037161083666,TSLA,SELL,20
7THO8,105,687.9673534063568,AMZN,BUY,5
69PEM,141,605.6555448806046,AMZN,BUY,30
99CIN,842,218.35169157586722,AAPL,BUY,1
DF3RW,28,115.19050323009728,MSFT,BUY,5
64D95,322,951.2888507139216,NVDA,BUY,20
YU4I2,816,791.3983102150299,META,BUY,5
HKXOY,270,244.455195273836,V,BUY,1
EEGVH,515,770.6691608095691,JPM,BUY,20
RSYYX,500,421.9746022777174,META,BUY,10
XOR78,746,476.089917952916,TSLA,SELL,5
XE5RN,976,625.6432584970757,BRK.A,BUY,5
XQTUR,281,342.13220116921707,META,SELL,1
JES0L,867,720.5096644435783,NVDA,SELL,1
DXEGY,352,125.66836768117739,V,SELL,20
RU8EP,266,732.4700848789123,NVDA,SELL,5
4HNJ9,332,423.4562888142907,GOOG,BUY,30
ELGTF,5,293.3667070913233,BRK.A,BUY,1
4BAMD,383,756.4641872190094,TSLA,SELL,10
KNF44,642,529.838068436645,MSFT,BUY,1
B8BT6,268,715.7319822723252,META,SELL,5
9WRNZ,498,773.3704999879023,MSFT,SELL,20
U85P6,733,432.6312349895346,META,SELL,20
NN6X0,937,316.77407575888884,GOOG,SELL,10
QH4KU,554,675.0022114859045,MSFT,SELL,30
OBOCV,929,819.3889855440084,NVDA,BUY,1
6U94T,222,732.0900399391073,JPM,SELL,10
DMML4,166,582.6563945579139,MSFT,BUY,5
ZHPY8,475,793.7642583563356,META,BUY,1
ZRBBK,194,693.1049789670121,V,BUY,5
AUYBE,841,837.1384664178512,BRK.A,SELL,20
E32R4,151,238.17302023184922,BRK.A,SELL,10
E60S3,778,419.5944603300173,BRK.A,BUY,1
4J6HF,614,382.253588294092,TSLA,BUY,5
T78YR,842,587.0586533843996,GOOG,SELL,5
V6XRG,204,734.3118083456674,V,BUY,1
YRTOM,929,282.0496071029834,TSLA,BUY,5
A94NH,267,404.6726257157135,TSLA,BUY,10
FDTM2,865,332.9321492902436,NVDA,BUY,1
XCZ3T,77,714.5869734167891,META,SELL,1
QAFYE,505,105.24032047484911,TSLA,SELL,30
DFFFV,438,509.9849859308531,AAPL,SELL,1
